test_case,test_ast
"CSVRecord_2_2Test.testGetByIndex_EmptyValuesArray","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetByIndex_EmptyValuesArray&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Field/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredField/&gt;&lt;PARAMS&gt;&lt;VALUE-_values_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-Field/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredField/&gt;&lt;PARAMS&gt;&lt;VALUE-_modifiers_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-Field/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-setInt/&gt;&lt;PARAMS&gt;&lt;NAME-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getModifiers/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;NAME-id_3/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-set/&gt;&lt;PARAMS&gt;&lt;NAME-id_4/&gt;&lt;TYPE-String/&gt;&lt;VALUE-0/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_11_4Test.testSize_withNonEmptyValues","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testSize_withNonEmptyValues&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_a_/&gt;&lt;VALUE-_b_/&gt;&lt;VALUE-_c_/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;CALL&gt;&lt;METHOD-emptyMap/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;VALUE-null/&gt;&lt;/ASSIGNMENT&gt;&lt;NAME-id_4/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_5/&gt;&lt;VALUE-1L/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_6/&gt;&lt;CALL&gt;&lt;METHOD-newInstance/&gt;&lt;PARAMS&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;NAME-id_3/&gt;&lt;NAME-id_5/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_11_4Test.testSize_withEmptyValues","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testSize_withEmptyValues&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-String/&gt;&lt;VALUE-0/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;CALL&gt;&lt;METHOD-emptyMap/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;VALUE-null/&gt;&lt;/ASSIGNMENT&gt;&lt;NAME-id_4/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_5/&gt;&lt;VALUE-2L/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_6/&gt;&lt;CALL&gt;&lt;METHOD-newInstance/&gt;&lt;PARAMS&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;NAME-id_3/&gt;&lt;NAME-id_5/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_11_4Test.testSize_withNullValuesFieldUsingReflection","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testSize_withNullValuesFieldUsingReflection&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_x_/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;CALL&gt;&lt;METHOD-emptyMap/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;VALUE-null/&gt;&lt;/ASSIGNMENT&gt;&lt;NAME-id_4/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_5/&gt;&lt;VALUE-3L/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_6/&gt;&lt;CALL&gt;&lt;METHOD-newInstance/&gt;&lt;PARAMS&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;NAME-id_3/&gt;&lt;NAME-id_5/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Field/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_7/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredField/&gt;&lt;PARAMS&gt;&lt;VALUE-_values_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-Field/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_8/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredField/&gt;&lt;PARAMS&gt;&lt;VALUE-_modifiers_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-Field/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-setInt/&gt;&lt;PARAMS&gt;&lt;NAME-id_7/&gt;&lt;CALL&gt;&lt;METHOD-getModifiers/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;NAME-id_9/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-set/&gt;&lt;PARAMS&gt;&lt;NAME-id_6/&gt;&lt;VALUE-null/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TRY&gt;&lt;BODY&gt;&lt;CALL&gt;&lt;METHOD-size/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/BODY&gt;&lt;/TRY&gt;&lt;TYPE-AssertionError/&gt;&lt;VALUE-_Expected_NullPointerException_when_values_is_null_/&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_9_6Test.testGetComment_NonNullComment","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetComment_NonNullComment&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_a_/&gt;&lt;VALUE-_b_/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;TYPE-HashMap/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;VALUE-_This_is_a_comment_/&gt;&lt;/ASSIGNMENT&gt;&lt;NAME-id_4/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_5/&gt;&lt;VALUE-1L/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Constructor/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_6/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredConstructor/&gt;&lt;PARAMS&gt;&lt;TYPE-String/&gt;&lt;TYPE-Map/&gt;&lt;TYPE-String/&gt;&lt;NAME-id_4/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;IF&gt;&lt;EXPR&gt;&lt;CALL&gt;&lt;METHOD-isPrivate/&gt;&lt;PARAMS&gt;&lt;CALL&gt;&lt;METHOD-getModifiers/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-canAccess/&gt;&lt;PARAMS&gt;&lt;VALUE-null/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/EXPR&gt;&lt;THEN&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/THEN&gt;&lt;/IF&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_7/&gt;&lt;CALL&gt;&lt;METHOD-newInstance/&gt;&lt;PARAMS&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;NAME-id_3/&gt;&lt;NAME-id_5/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_9_6Test.testGetComment_NullComment","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetComment_NullComment&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_a_/&gt;&lt;VALUE-_b_/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;TYPE-HashMap/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;VALUE-null/&gt;&lt;/ASSIGNMENT&gt;&lt;NAME-id_4/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_5/&gt;&lt;VALUE-1L/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Constructor/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_6/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredConstructor/&gt;&lt;PARAMS&gt;&lt;TYPE-String/&gt;&lt;TYPE-Map/&gt;&lt;TYPE-String/&gt;&lt;NAME-id_4/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;IF&gt;&lt;EXPR&gt;&lt;CALL&gt;&lt;METHOD-isPrivate/&gt;&lt;PARAMS&gt;&lt;CALL&gt;&lt;METHOD-getModifiers/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-canAccess/&gt;&lt;PARAMS&gt;&lt;VALUE-null/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/EXPR&gt;&lt;THEN&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/THEN&gt;&lt;/IF&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_7/&gt;&lt;CALL&gt;&lt;METHOD-newInstance/&gt;&lt;PARAMS&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;NAME-id_3/&gt;&lt;NAME-id_5/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_7_1Test.testIterator","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIterator&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Iterator/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-iterator/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;NAME-id_2/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;VALUE-0/&gt;&lt;/ASSIGNMENT&gt;&lt;WHILE&gt;&lt;EXPR&gt;&lt;CALL&gt;&lt;METHOD-hasNext/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/EXPR&gt;&lt;BODY&gt;&lt;NAME-id_3/&gt;&lt;/BODY&gt;&lt;/WHILE&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_7_1Test.testIteratorEmptyValues","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIteratorEmptyValues&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Constructor/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredConstructor/&gt;&lt;PARAMS&gt;&lt;TYPE-String/&gt;&lt;TYPE-Map/&gt;&lt;TYPE-String/&gt;&lt;NAME-id_2/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;CALL&gt;&lt;METHOD-newInstance/&gt;&lt;PARAMS&gt;&lt;TYPE-String/&gt;&lt;VALUE-0/&gt;&lt;NAME-id_4/&gt;&lt;NAME-id_5/&gt;&lt;NAME-id_6/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Iterator/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_7/&gt;&lt;CALL&gt;&lt;METHOD-iterator/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_7_1Test.testIteratorValuesNull","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIteratorValuesNull&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Field/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredField/&gt;&lt;PARAMS&gt;&lt;VALUE-_values_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-Field/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredField/&gt;&lt;PARAMS&gt;&lt;VALUE-_modifiers_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-Field/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-setInt/&gt;&lt;PARAMS&gt;&lt;NAME-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getModifiers/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;NAME-id_3/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-set/&gt;&lt;PARAMS&gt;&lt;NAME-id_4/&gt;&lt;VALUE-null/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_4_1Test.testIsConsistent_mappingNull","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsConsistent_mappingNull&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_a_/&gt;&lt;VALUE-_b_/&gt;&lt;VALUE-_c_/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;VALUE-null/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Constructor/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredConstructor/&gt;&lt;PARAMS&gt;&lt;TYPE-String/&gt;&lt;TYPE-Map/&gt;&lt;TYPE-String/&gt;&lt;NAME-id_4/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_5/&gt;&lt;CALL&gt;&lt;METHOD-newInstance/&gt;&lt;PARAMS&gt;&lt;TYPE-Object/&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;VALUE-null/&gt;&lt;VALUE-1L/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Method/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_6/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredMethod/&gt;&lt;PARAMS&gt;&lt;VALUE-_isConsistent_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;NAME-id_7/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_8/&gt;&lt;NAME-id_7/&gt;&lt;CALL&gt;&lt;METHOD-invoke/&gt;&lt;PARAMS&gt;&lt;NAME-id_5/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_4_1Test.testIsConsistent_mappingSizeEqualsValuesLength","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsConsistent_mappingSizeEqualsValuesLength&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_a_/&gt;&lt;VALUE-_b_/&gt;&lt;VALUE-_c_/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;TYPE-HashMap/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_col1_/&gt;&lt;VALUE-0/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_col2_/&gt;&lt;VALUE-1/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_col3_/&gt;&lt;VALUE-2/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-Constructor/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredConstructor/&gt;&lt;PARAMS&gt;&lt;TYPE-String/&gt;&lt;TYPE-Map/&gt;&lt;TYPE-String/&gt;&lt;NAME-id_4/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_5/&gt;&lt;CALL&gt;&lt;METHOD-newInstance/&gt;&lt;PARAMS&gt;&lt;TYPE-Object/&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;VALUE-null/&gt;&lt;VALUE-1L/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Method/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_6/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredMethod/&gt;&lt;PARAMS&gt;&lt;VALUE-_isConsistent_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;NAME-id_7/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_8/&gt;&lt;NAME-id_7/&gt;&lt;CALL&gt;&lt;METHOD-invoke/&gt;&lt;PARAMS&gt;&lt;NAME-id_5/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_4_1Test.testIsConsistent_mappingSizeNotEqualsValuesLength","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsConsistent_mappingSizeNotEqualsValuesLength&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_a_/&gt;&lt;VALUE-_b_/&gt;&lt;VALUE-_c_/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;TYPE-HashMap/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_col1_/&gt;&lt;VALUE-0/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_col2_/&gt;&lt;VALUE-1/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-Constructor/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredConstructor/&gt;&lt;PARAMS&gt;&lt;TYPE-String/&gt;&lt;TYPE-Map/&gt;&lt;TYPE-String/&gt;&lt;NAME-id_4/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_5/&gt;&lt;CALL&gt;&lt;METHOD-newInstance/&gt;&lt;PARAMS&gt;&lt;TYPE-Object/&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;VALUE-null/&gt;&lt;VALUE-1L/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Method/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_6/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredMethod/&gt;&lt;PARAMS&gt;&lt;VALUE-_isConsistent_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;NAME-id_7/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_8/&gt;&lt;NAME-id_7/&gt;&lt;CALL&gt;&lt;METHOD-invoke/&gt;&lt;PARAMS&gt;&lt;NAME-id_5/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_3_5Test.testGet_WithValidName_ReturnsValue","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGet_WithValidName_ReturnsValue&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_3_5Test.testGet_WithNameNotInMapping_ReturnsNull","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGet_WithNameNotInMapping_ReturnsNull&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
